PMID	CUI	Preferred_name	sem_group	score
24095197	C0242612	Codon, Nonsense	nusq	22.39
24095197	C0040363	Togo	geoa	17.80
24095197	C0041260	Tryptophanase	aapp	17.80
24095197	C0041260	Tryptophanase	enzy	17.80
24095197	C2930764	ataluren	orch	13.14
24095197	C2930764	ataluren	phsu	13.14
24095197	C0026882	Mutation	genf	9.74
24095197	C1881534	Make - Instruction Imperative	ftcn	5.18
24095197	C0567416	Molecule	sbst	5.18
24095197	C1869204	PTC 124	orch	5.18
24095197	C1883351	To	qlco	5.18
24095197	C2983265	CDISC SEND Study Design Terminology	inpr	3.98
24095197	C1707689	Design	acty	3.98
24095197	C0332324	Sensitive	ftcn	3.58
24095197	C1273518	Responsible to	fndg	3.56
24095197	C2698967	Canadian Cardiovascular Society Grading Scale Class I	fndg	3.46
24095197	C0441885	Class 1	clas	3.46
24095197	C0439092	Less Than	qnco	3.42
24095197	C0547044	Smaller	qlco	3.42
24095197	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.43
24095197	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.43
24095197	C3852684	lumacaftor	orch	13.14
24095197	C3852684	lumacaftor	phsu	13.14
24095197	C0026882	Mutation	genf	9.87
24095197	C2825142	Experimental Result	fndg	5.18
24095197	C1274040	Result	ftcn	5.18
24095197	C3252847	VX 809	orch	5.18
24095197	C3252847	VX 809	phsu	5.18
24095197	C1546471	What subject filter - Result	idcn	5.18
24095197	C0332183	Frequently	tmco	3.68
24095197	C2698968	Canadian Cardiovascular Society Grading Scale Class II	fndg	3.61
24095197	C0441886	Class 2	inpr	3.61
24095197	C1947931	Direct (qualifier)	qlco	3.53
24095197	C0439851	Direct type of relationship	qlco	3.53
24095197	C1413365	CFTR gene	gngm	3.50
24095197	C0205393	Most	qnco	3.50
24095197	C2348077	Date Fruit	food	25.67
24095197	C3264621	ivacaftor	orch	13.14
24095197	C3264621	ivacaftor	phsu	13.14
24095197	C0001675	Adult	aggp	11.49
24095197	C0026882	Mutation	genf	9.73
24095197	C2741958	VX-770	orch	5.18
24095197	C1547282	Show	anim	3.98
24095197	C0205447	One	qnco	3.68
24095197	C0011008	Date in time	tmco	3.59
24095197	C3844028	Child 6	fndg	3.56
24095197	C1318228	Market	geoa	3.55
24095197	C1280519	Effectiveness	qlco	3.54
24095197	C1707887	Efficacy Study	resa	3.54
24095197	C1720467	Only - dosing instruction fragment	inpr	3.50
24095197	C0205171	Singular	qnco	3.50
24095197	C2698969	Canadian Cardiovascular Society Grading Scale Class III	fndg	3.44
24095197	C0441887	Class 3	inpr	3.44
24095197	C0001779	Age	orga	3.42
24095197	C0205170	Good	qlco	3.42
24095197	C1705285	Mutation Abnormality	comd	3.42
24095197	C0026882	Mutation	genf	9.74
24095197	C0521116	Current (present time)	tmco	5.18
24095197	C3687832	DRUGS	topp	5.18
24095197	C0013227	Pharmaceutical Preparations	phsu	5.18
24095197	C0205195	Combined	qlco	3.57
24095197	C3811910	combination - answer to question	fndg	3.57
24095197	C1947911	combination of objects	phob	3.57
24095197	C1516648	Clinical Trial, Other	resa	3.56
24095197	C0205214	Common (qualifier value)	qnco	3.42
24095197	C3245511	Common Specifications in HL7 V3 Publishing	inpr	3.42
24095197	C3540763	VARIOUS DRUG CLASSES IN ATC	phsu	3.42
24095197	C0440102	Various patch test substance	irda	3.42
24095197	C1522138	shared attribute	ftcn	3.42
24095197	C3540765	various allergen extracts	imft	3.42
24095197	C3540765	various allergen extracts	phsu	3.42
24095197	C3540008	various antiinfectives and antiseptics for local oral treatment	phsu	3.42
24095197	C3540766	various antiseptic throat preparations	phsu	3.42
24095197	C3540762	various other agents for local oral treatment in ATC	phsu	3.42
24095197	C3540769	various other intestinal adsorbents in ATC	phsu	3.42
24095197	C3540761	various other nasal preparations in ATC	phsu	3.42
24095197	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	24.11
24095197	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	24.11
24095197	C1413365	CFTR gene	gngm	5.18
24095197	C0439234	year	tmco	3.63
24095197	C1524084	Designated	ftcn	3.56
24095197	C1521840	Target	ftcn	3.56
24095197	C2986546	Target Lesion Identification	diap	3.56
24095197	C0302350	Therapeutic	ftcn	3.56
24095197	C0087111	Therapeutic procedure	topp	3.56
24095197	C1517741	Last	qlco	3.48
24095197	C0040363	Togo	geoa	17.80
24095197	C0041260	Tryptophanase	aapp	17.80
24095197	C0041260	Tryptophanase	enzy	17.80
24095197	C3264621	ivacaftor	orch	13.14
24095197	C3264621	ivacaftor	phsu	13.14
24095197	C0010674	Cystic Fibrosis	dsyn	9.76
24095197	C1720467	Only - dosing instruction fragment	inpr	5.18
24095197	C0359589	Provide (product)	food	5.18
24095197	C1999230	Providing (action)	acty	5.18
24095197	C0205171	Singular	qnco	5.18
24095197	C0087111	Therapeutic procedure	topp	5.18
24095197	C1883351	To	qlco	5.18
24095197	C1522326	Treating	ftcn	5.18
24095197	C1292734	Treatment intent	ftcn	5.18
24095197	C0013227	Pharmaceutical Preparations	phsu	3.68
24095197	C1254351	Pharmacologic Substance	phsu	3.68
24095197	C1457869	Defect	ftcn	3.55
24095197	C1704632	Disease Response	fndg	3.54
24095197	C2911692	Response (communication)	menp	3.54
24095197	C1706817	Response (statement)	inpr	3.54
24095197	C0871261	Response process	orga	3.54
24095197	C0205435	First (number)	qnco	3.50
24095197	C1279901	Firstly	qlco	3.50
24095197	C2360800	Number of patients	fndg	3.46
24095197	C1527178	Basis - conceptual entity	ftcn	3.43
24095197	C0700321	Small	qnco	3.42
24095197	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	24.11
24095197	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	24.11
24095197	C0026882	Mutation	genf	9.86
24095197	C1514873	Requirement	ftcn	5.18
24095197	C1718097	New medications	phsu	3.75
24095197	C0205214	Common (qualifier value)	qnco	3.55
24095197	C3245511	Common Specifications in HL7 V3 Publishing	inpr	3.55
24095197	C1522138	shared attribute	ftcn	3.55
24095197	C1883709	Damage	ftcn	3.52
24095197	C0010957	Tissue damage	inpo	3.52
24095197	C2698977	Capability	qlco	3.52
27804127	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.47
27804127	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.47
27804127	C0010674	Cystic Fibrosis	dsyn	10.06
27804127	C0012634	Disease	dsyn	9.94
27804127	C0015127	Etiology aspects	ftcn	9.86
27804127	C0376558	Life	idcn	9.78
27804127	C1561536	*Activity (kind of quantity)	idcn	3.59
27804127	C0205177	Active	ftcn	3.59
27804127	C0441655	Activities	acty	3.59
27804127	C3668946	Activity (animal life circumstance)	fndg	3.59
27804127	C4049939	FDA Establishment Activity Terminology	inpr	3.59
27804127	C0439167	Percent Activity	qnco	3.59
27804127	C4049938	Physical Activity Measurement	lbpr	3.59
27804127	C0332452	defective	ftcn	3.59
27804127	C1524003	Science of Etiology	cnce	3.55
27804127	C1413365	CFTR gene	gngm	3.55
27804127	C0439801	Limited (extensiveness)	ftcn	3.48
27804127	C1636779	% deficient	qnco	3.45
27804127	C0011155	Deficiency	ftcn	3.45
27804127	C0041714	United States Food and Drug Administration	hcro	25.56
27804127	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.36
27804127	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.36
27804127	C3264621	ivacaftor	orch	13.05
27804127	C3264621	ivacaftor	phsu	13.05
27804127	C3852684	lumacaftor	orch	12.88
27804127	C3852684	lumacaftor	phsu	12.88
27804127	C0030705	Patients	podg	6.71
27804127	C4033620	ORKAMBI	phsu	5.18
27804127	C0332185	Recent	tmco	5.18
27804127	C1521840	Target	ftcn	5.18
27804127	C2986546	Target Lesion Identification	diap	5.18
27804127	C0205195	Combined	qlco	3.59
27804127	C2346845	Approval (document)	inpr	3.54
27804127	C0205540	Approved	qlco	3.54
27804127	C2697909	Letter of Authorization	rnlw	3.54
27804127	C1413365	CFTR gene	gngm	3.43
27804127	C0022752	Knowledge Bases	inpr	19.36
27804127	C0009738	Congo	geoa	17.80
27804127	C4033633	ivacaftor / lumacaftor	phsu	12.91
27804127	C0282443	Review [Publication Type]	inpr	11.49
27804127	C0009671	Conflict (Psychology)	inbe	9.73
27804127	C0034036	Publications	inpr	9.73
27804127	C0034036	Publications	mnob	9.73
27804127	C0009429	Combined Modality Therapy	topp	6.91
27804127	C0036397	Science	ocdi	6.58
27804127	C0023866	Literature	inpr	6.58
27804127	C0030705	Patients	podg	6.58
27804127	C1552617	Act Class - review	idcn	5.18
27804127	C3811819	CFTR wt Allele	gngm	5.18
27804127	C3889645	Clinical Trial Final Report	inpr	5.18
27804127	C3888055	Cover (physical object)	mnob	5.18
27804127	C1999244	Cover - action	ftcn	5.18
27804127	C1707529	Cover Device Component	medd	5.18
27804127	C0180153	Covers (device)	medd	5.18
27804127	C3273238	Regulatory Report	inpr	5.18
27804127	C0684224	Report (document)	inpr	5.18
27804127	C0700287	Reporting	hlca	5.18
27804127	C0556895	Combination electrotherapy	topp	3.75
27804127	C0205210	Clinical	qlco	3.68
27804127	C1553058	Neuropsychologist - Clinical	prog	3.68
27804127	C0237412	Psychologist - Clinical	prog	3.68
27804127	C0497591	Social Worker - Clinical	prog	3.68
27804127	C1880198	Cure (remedy)	cnce	3.55
27804127	C0939785	The Magic Bullet	orch	3.53
27804127	C0939785	The Magic Bullet	phsu	3.53
27804127	C1706387	Issue (document)	inpr	3.52
27804127	C0033213	Problem	fndg	3.52
27804127	C1522634	Question (inquiry)	inpr	3.50
27804127	C0444503	Breakthrough	qlco	3.48
27804127	C0332185	Recent	tmco	3.42
27804127	C0680220	majority	socb	3.42
27804127	C0814230	veterans alcoholism screening test (VAST)	inpr	3.42
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.35
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.35
27288484	C3264621	ivacaftor	orch	14.64
27288484	C3264621	ivacaftor	phsu	14.64
27288484	C0010674	Cystic Fibrosis	dsyn	9.75
27288484	C0026882	Mutation	genf	9.73
27288484	C0030705	Patients	podg	6.70
27288484	C2741958	VX-770	orch	3.75
27288484	C0205540	Approved	qlco	3.57
27288484	C0205210	Clinical	qlco	3.57
27288484	C1553058	Neuropsychologist - Clinical	prog	3.57
27288484	C0237412	Psychologist - Clinical	prog	3.57
27288484	C0497591	Social Worker - Clinical	prog	3.57
27288484	C0457083	Usage	ftcn	3.57
27288484	C1413365	CFTR gene	gngm	3.42
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.51
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.51
27288484	C0005456	Binding Sites	rcpt	14.64
27288484	C0205198	Compound	qlco	5.18
27288484	C1706082	Compound (substance)	chem	5.18
27288484	C0682969	Ligand Binding Domain	amas	5.18
27288484	C0439673	Unknown	qlco	5.18
27288484	C1413365	CFTR gene	gngm	3.59
27288484	C2603362	S prime	clna	3.59
27288484	C0565930	per second	qnco	3.59
27288484	C1328819	Small Molecule	orch	3.53
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	24.11
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	24.11
27288484	C1413365	CFTR gene	gngm	5.18
27288484	C1517378	Gain	qnco	3.59
27288484	C0439799	Channel	spco	3.57
27288484	C1706095	Channel Object	cnce	3.57
27288484	C1280500	Effect	qlco	3.57
27288484	C2348382	Effect, Appearance	qlco	3.57
27288484	C0233820	Insight	menp	3.56
27288484	C1707455	Comparison	acty	3.55
27288484	C1705285	Mutation Abnormality	comd	3.55
27288484	C1522634	Question (inquiry)	inpr	3.43
27288484	C1532633	Kilounit per Kilogram	qnco	5.18
27288484	C2608091	Unit/gram	qnco	5.18
27288484	C0086418	Homo sapiens	humn	30.42
27288484	C0026809	Mus	mamm	30.42
27288484	C0043343	Xenopus laevis	amph	30.42
27288484	C0043342	Xenopus <genus>	amph	27.26
27288484	C0003459	Anura	amph	20.95
27288484	C1527389	Salientia	amph	20.95
27288484	C0025914	House mice	mamm	5.18
27288484	C0025929	Laboratory mice	mamm	5.18
27288484	C0034650	Rana <genus>	amph	5.18
27288484	C1504663	Xenopus subgenus	amph	5.18
27288484	C0040363	Togo	geoa	35.81
27288484	C0041260	Tryptophanase	aapp	35.81
27288484	C0041260	Tryptophanase	enzy	35.81
27288484	C1524059	mechanism of action qualifier	ftcn	26.16
27288484	C0376565	Anti-HIV Agents	phsu	22.34
27288484	C0920472	Drug Discovery	resa	16.04
27288484	C1136288	Computers, Molecular	phob	16.04
27288484	C1883351	To	qlco	10.42
27288484	C0031327	Drug Kinetics	phsf	10.08
27288484	C0031330	Pharmacology	bmod	9.73
27288484	C0205195	Combined	qlco	5.18
27288484	C0150312	Present	qnco	3.68
27288484	C0449450	Presentation	idcn	3.68
27288484	C0557651	Room of building - Study	mnob	3.68
27288484	C2603343	Study	resa	3.68
27288484	C3267922	Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC]	phsu	3.60
27288484	C0449445	Approach	spco	3.54
27288484	C0205314	New	qlco	3.44
27288484	C0332149	Possible	qlco	3.44
27288484	C2362652	Possible diagnosis	qlco	3.44
27288484	C1705910	Possibly Related to Intervention	qlco	3.44
27288484	C1880355	Discover	acty	3.42
27288484	C3540469	AICDA wt Allele	gngm	3.40
27288484	C1269765	Assisted (qualifier value)	qlco	3.40
27288484	C0449435	Manufactured aid	mnob	3.40
27288484	C1622765	PRF1 protein, human	aapp	44.63
27288484	C1622765	PRF1 protein, human	bacs	44.63
27288484	C1539372	EXOSC10 gene	gngm	27.22
27288484	C0015272	Exhibits as Topic	inpr	16.02
27288484	C1384585	Blood group antigen P2	imft	15.79
27288484	C3669031	Bone structure of middle phalanx	bpoc	15.79
27288484	C3669035	Bone structure of proximal phalanx	bpoc	15.79
27288484	C1419693	RPLP2 gene	gngm	15.79
27288484	C0049330	5-nitro-2-(3-phenylpropylamino)benzoic acid	orch	14.64
27288484	C0049330	5-nitro-2-(3-phenylpropylamino)benzoic acid	phsu	14.64
27288484	C0005456	Binding Sites	rcpt	14.64
27288484	C2933330	N-(2-naphthalenyl)-((3,5-dibromo-2,4-dihydroxyphenyl)methylene)glycine hydrazide	aapp	14.64
27288484	C2933330	N-(2-naphthalenyl)-((3,5-dibromo-2,4-dihydroxyphenyl)methylene)glycine hydrazide	bacs	14.64
27288484	C1412751	BCAT1 gene	gngm	10.42
27288484	C3669027	Bone structure of distal phalanx	bpoc	10.42
27288484	C1427831	SLC10A3 gene	gngm	10.42
27288484	C0004927	Behavior	inbe	6.71
27288484	C0740116	+2	qnco	5.18
27288484	C3816745	1+	fndg	5.18
27288484	C2827734	1+ Score	qnco	5.18
27288484	C2981698	1+ Score, WHO	clas	5.18
27288484	C3833492	2+	fndg	5.18
27288484	C2827735	2+ Score	qnco	5.18
27288484	C2981700	2+ Score, WHO	clas	5.18
27288484	C3838680	3+ Answer to Question	fndg	5.18
27288484	C2827736	3+ Score	qnco	5.18
27288484	C2981702	3+ Score, WHO	clas	5.18
27288484	C0439086	<3 (qualifier value)	qnco	5.18
27288484	C1417808	NPPB gene	gngm	5.18
27288484	C1518422	Negation	ftcn	5.18
27288484	C0237876	Sharing (Social Behavior)	socb	5.18
27288484	C2741958	VX-770	orch	5.18
27288484	C0205198	Compound	qlco	3.98
27288484	C1706082	Compound (substance)	chem	3.98
27288484	C2825142	Experimental Result	fndg	3.98
27288484	C1274040	Result	ftcn	3.98
27288484	C1546471	What subject filter - Result	idcn	3.98
27288484	C1705535	suggestion	idcn	3.98
27288484	C0442796	Additive	qlco	3.68
27288484	C1280500	Effect	qlco	3.68
27288484	C1550602	additive ingredient	sbst	3.68
27288484	C2707008	Behavior:-:Point in time:^Patient:-	clna	3.55
27288484	C1701901	Conditional	qlco	3.54
27288484	C0851827	Dependent - ability	qlco	3.54
27288484	C3244310	dependent	ftcn	3.54
27288484	C1705242	Different	qlco	3.44
27288484	C1552740	Entity Determiner - specific	inpr	3.43
27288484	C1335144	Orthologous Gene	gngm	3.43
27288484	C0205369	Specific qualifier value	qlco	3.43
27288484	C0542560	Academic degree	inpr	3.42
27288484	C2348088	Degree Unit of Plane Angle	qnco	3.42
27288484	C0449286	Degree or extent	qnco	3.42
27288484	C0441889	Levels (qualifier value)	qlco	3.42
27288484	C0086597	Mediate	socb	3.42
27288484	C0127400	Mediator brand of benfluorex hydrochloride	orch	3.42
27288484	C0127400	Mediator brand of benfluorex hydrochloride	phsu	3.42
27288484	C1948023	Stimulation (motivation)	npop	3.42
27288484	C1292856	Stimulation procedure	topp	3.42
27288484	C1280519	Effectiveness	qlco	3.42
27288484	C1707887	Efficacy Study	resa	3.42
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.36
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.36
27288484	C0015272	Exhibits as Topic	inpr	17.80
27288484	C2933330	N-(2-naphthalenyl)-((3,5-dibromo-2,4-dihydroxyphenyl)methylene)glycine hydrazide	aapp	12.94
27288484	C2933330	N-(2-naphthalenyl)-((3,5-dibromo-2,4-dihydroxyphenyl)methylene)glycine hydrazide	bacs	12.94
27288484	C1550043	Container status - Identified	fndg	5.18
27288484	C0205396	Identified	qlco	5.18
27288484	C1524063	Use of	ftcn	5.18
27288484	C0678594	structure	spco	5.18
27288484	C0449445	Approach	spco	3.63
27288484	C2348205	Similarity	qlco	3.57
27288484	C0279023	chemosensitization/potentiation	topp	3.56
27288484	C0205314	New	qlco	3.48
27288484	C0205449	Three	qnco	3.48
27288484	C0870071	modeling	resa	3.48
27288484	C0599740	pharmacophore	rcpt	3.48
27288484	C1413365	CFTR gene	gngm	3.43
27288484	C1552740	Entity Determiner - specific	inpr	3.43
27288484	C1335144	Orthologous Gene	gngm	3.43
27288484	C0205369	Specific qualifier value	qlco	3.43
27288484	C0039798	therapeutic aspects	ftcn	22.48
27288484	C0010674	Cystic Fibrosis	dsyn	9.76
27288484	C0303231	Lead compound	chvs	3.64
27288484	C0872152	drug development	bmod	3.60
27288484	C0678723	Biologic Development	orgf	3.56
27288484	C1527148	Development	ftcn	3.56
27288484	C0243107	development aspects	phsf	3.56
27288484	C1533734	Administration procedure	topp	3.55
27288484	C1705169	Biomaterial Treatment	cnce	3.55
27288484	C0087111	Therapeutic procedure	topp	3.55
27288484	C1522326	Treating	ftcn	3.55
27288484	C3538994	Treatment Epoch	resa	3.55
27288484	C3887704	treatment - ActInformationManagementReason	hlca	3.55
27288484	C1718097	New medications	phsu	3.46
27288484	C0205314	New	qlco	3.43
27288484	C0086418	Homo sapiens	humn	28.74
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.61
27288484	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.61
27288484	C1524059	mechanism of action qualifier	ftcn	12.94
27288484	C0005456	Binding Sites	rcpt	12.91
27288484	C0020792	Identification (Psychology)	menp	12.89
27288484	C0031330	Pharmacology	bmod	9.78
27288484	C1524063	Use of	ftcn	7.45
27288484	C1335144	Orthologous Gene	gngm	6.94
27288484	C0008109	Chimera organism	orgm	6.79
27288484	C0004927	Behavior	inbe	6.70
27288484	C1705535	suggestion	idcn	5.18
27288484	C1413365	CFTR gene	gngm	3.68
27288484	C0449445	Approach	spco	3.63
27288484	C2707008	Behavior:-:Point in time:^Patient:-	clna	3.55
27288484	C2828360	Traverse	cnce	3.48
27288484	C0205396	Identified	qlco	3.43
27288484	C1552740	Entity Determiner - specific	inpr	3.42
27288484	C0205369	Specific qualifier value	qlco	3.42
27288484	C0205198	Compound	qlco	3.40
27288484	C1706082	Compound (substance)	chem	3.40
28554721	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.81
28554721	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.81
28554721	C0242821	Human body	humn	16.18
28554721	C1413365	CFTR gene	gngm	3.88
28554721	C1268086	Body structure	anst	3.57
28554721	C0460148	Human body structure	anst	3.57
28554721	C0009488	Comorbidity	idcn	14.64
28554721	C0010674	Cystic Fibrosis	dsyn	9.92
28554721	C0205319	Manifest	ftcn	7.33
28554721	C1280464	Manifestation of	qlco	7.33
28554721	C0205393	Most	qnco	3.56
28554721	C1947933	care activity	acty	3.56
28554721	C1546767	Specimen Source Codes - Respiratory	inpr	3.50
28554721	C0521346	respiratory	ftcn	3.50
28554721	C0439064	Numerous	qnco	3.47
28554721	C0178784	Organ	bpoc	3.47
28554721	C0205402	Prominent	qlco	3.47
28554721	C0001811	Aging	orgf	13.05
28554721	C0009488	Comorbidity	idcn	12.90
28554721	C0683971	general population	popg	5.18
28554721	C0442805	Increase	ftcn	3.59
28554721	C0205217	Increased	qnco	3.59
28554721	C0449788	Count of entities	qnco	3.57
28554721	C0237753	Numbers	qnco	3.57
28554721	C0009738	Congo	geoa	17.80
28554721	C0038952	Continuance of life	acty	13.24
28554721	C0011065	Cessation of life	orgf	9.86
28554721	C0001675	Adult	aggp	9.74
28554721	C0013109	Drama	inpr	9.69
28554721	C0221423	Illness (finding)	sosy	7.21
28554721	C0220921	survival aspects	ftcn	6.90
28554721	C3811819	CFTR wt Allele	gngm	5.18
28554721	C0596545	Experience	menp	3.98
28554721	C0237607	Practice Experience	menp	3.98
28554721	C0205447	One	qnco	3.56
28554721	C2986411	Improvement	cnce	3.55
28554721	C0231335	Childhood	tmco	3.55
28554721	C1306577	Death (finding)	fndg	3.55
28554721	C1510411	metaplastic cell transformation	patf	3.55
28554721	C1706450	Legal Adult	humn	3.43
28554721	C0009738	Congo	geoa	32.46
28554721	C0023980	Longevity	tmco	17.80
28554721	C0009488	Comorbidity	idcn	12.89
28554721	C0001675	Adult	aggp	9.77
28554721	C3811819	CFTR wt Allele	gngm	7.07
28554721	C1144866	Multi-disciplinary team	hlca	3.72
28554721	C2360800	Number of patients	fndg	3.62
28554721	C0442805	Increase	ftcn	3.59
28554721	C0205217	Increased	qnco	3.59
28554721	C0442808	Increasing	ftcn	3.55
28554721	C2348042	Parallel Lesion	qlco	3.52
28554721	C2826345	Parallel Study	resa	3.52
28554721	C1706450	Legal Adult	humn	3.46
28554721	C1947933	care activity	acty	3.43
28554721	C0009738	Congo	geoa	16.04
28554721	C0001811	Aging	orgf	12.89
28554721	C0009488	Comorbidity	idcn	12.88
28554721	C0282443	Review [Publication Type]	inpr	11.49
28554721	C0001675	Adult	aggp	9.73
28554721	C1552617	Act Class - review	idcn	5.18
28554721	C1947971	Give - dosing instruction imperative	ftcn	5.18
28554721	C0814812	overview	inpr	3.54
28554721	C1706450	Legal Adult	humn	3.42
28554721	C0599755	cohort	popg	3.42
28554721	C0332281	Associated with	qlco	3.42
28554721	C3811819	CFTR wt Allele	gngm	3.42
28554721	C1548559	Dispense Method - Traditional	idcn	3.42
28554721	C0443324	Traditional origin	ftcn	3.42
28554721	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	68.31
28554721	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	68.31
28554721	C0009738	Congo	geoa	32.43
28554721	C0039798	therapeutic aspects	ftcn	22.49
28554721	C0040363	Togo	geoa	17.80
28554721	C0041260	Tryptophanase	aapp	17.80
28554721	C0041260	Tryptophanase	enzy	17.80
28554721	C0031843	physiological aspects	phsf	13.14
28554721	C0009488	Comorbidity	idcn	12.89
28554721	C1413365	CFTR gene	gngm	10.63
28554721	C0031847	physiopathological	ftcn	9.86
28554721	C3811819	CFTR wt Allele	gngm	7.05
28554721	C0205421	Deferred	tmco	5.18
28554721	C2349975	Enhance (action)	acty	5.18
28554721	C1882932	Representation (action)	acty	5.18
28554721	C1555029	Reverse	ftcn	5.18
28554721	C1883351	To	qlco	5.18
28554721	C3245505	potential	qlco	5.18
28554721	C0332281	Associated with	qlco	3.72
28554721	C0542341	Function	ftcn	3.68
28554721	C0700205	Function Axis	clas	3.68
28554721	C1705273	Mathematical Operator	inpr	3.68
28554721	C1533734	Administration procedure	topp	3.57
28554721	C1705169	Biomaterial Treatment	cnce	3.57
28554721	C0087111	Therapeutic procedure	topp	3.57
28554721	C1522326	Treating	ftcn	3.57
28554721	C3538994	Treatment Epoch	resa	3.57
28554721	C3887704	treatment - ActInformationManagementReason	hlca	3.57
28554721	C0686907	Consequence of	ftcn	3.56
28554721	C0678723	Biologic Development	orgf	3.55
28554721	C3887505	DYSFUNCTION - SKIN DISORDERS	dsyn	3.55
28554721	C1527148	Development	ftcn	3.55
28554721	C3887504	Dysfunction	cnce	3.55
28554721	C0205234	Focal	spco	3.55
28554721	C0277785	Functional disorder	patf	3.55
28554721	C1285542	Has focus	ftcn	3.55
28554721	C0243107	development aspects	phsf	3.55
28554721	C0332185	Recent	tmco	3.43
28554721	C1709060	Modulator Device Component	mnob	3.41
28554721	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.35
28554721	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.35
28554721	C0039798	therapeutic aspects	ftcn	22.35
28554721	C0009738	Congo	geoa	17.80
28554721	C3264621	ivacaftor	orch	13.03
28554721	C3264621	ivacaftor	phsu	13.03
28554721	C0009488	Comorbidity	idcn	12.90
28554721	C3811819	CFTR wt Allele	gngm	5.18
28554721	C3887511	Evidence	idcn	3.63
28554721	C0470187	Availability of	ftcn	3.53
28554721	C1413365	CFTR gene	gngm	3.42
28554721	C1825598	IMPACT gene	gngm	3.42
28554721	C4049986	Impact	qlco	3.42
28554721	C0087111	Therapeutic procedure	topp	3.42
28554721	C1363945	Therapy Object (animal model)	fndg	3.42
28554723	C0010674	Cystic Fibrosis	dsyn	10.06
28554723	C0392760	Affecting	ftcn	3.54
28554723	C1314939	Involvement with	ftcn	3.54
28554723	C3899988	Autosomal Recessive Disorder	dsyn	3.44
28554723	C0237401	Individual	humn	3.40
28554723	C0027361	Persons	popg	3.40
28554723	C0026565	Mortality Vital Statistics	qnco	20.95
28554723	C0026538	Morbidity - disease rate	qnco	19.45
28554723	C0026566	Aspects of mortality statistics	qnco	11.49
28554723	C0015127	Etiology aspects	ftcn	9.84
28554723	C1298233	Disorder of system	ftcn	3.75
28554723	C0746102	Chronic lung disease	dsyn	3.68
28554723	C0220880	morbidity aspects	inpr	3.68
28554723	C1524003	Science of Etiology	cnce	3.53
28554723	C1542147	Main	qlco	3.50
28554723	C0205225	Primary	qlco	3.50
28554723	C0439064	Numerous	qnco	3.48
28554723	C0027617	Neonatal Screening	diap	27.26
28554723	C0039798	therapeutic aspects	ftcn	22.56
28554723	C0040363	Togo	geoa	17.80
28554723	C0041260	Tryptophanase	aapp	17.80
28554723	C0041260	Tryptophanase	enzy	17.80
28554723	C0683572	Adult Children	famg	16.21
28554723	C0242479	Interdisciplinary Studies	ocac	9.81
28554723	C0162425	Intention - mental process	menp	9.72
28554723	C0033325	Forecast of outcome	hlca	8.34
28554723	C0454664	Country	geoa	5.18
28554723	C3854082	Prognosis:Find:Pt:^Patient:Nom	clna	5.18
28554723	C1883351	To	qlco	5.18
28554723	C1947933	care activity	acty	5.18
28554723	C0449445	Approach	spco	3.68
28554723	C1533734	Administration procedure	topp	3.63
28554723	C1705169	Biomaterial Treatment	cnce	3.63
28554723	C0231220	Symptomatic	ftcn	3.63
28554723	C0087111	Therapeutic procedure	topp	3.63
28554723	C1522326	Treating	ftcn	3.63
28554723	C3538994	Treatment Epoch	resa	3.63
28554723	C3887704	treatment - ActInformationManagementReason	hlca	3.63
28554723	C1561611	Admission Level of Care Code - Improved	inpr	3.56
